# ####################################################################
# Bridge function for Gamma = 10.0 
# -----------------------------------------------------------------
#      r/d		      B(r/d)		  sigma[B(r/d)]		 
# -----------------------------------------------------------------
  1.90000000e-02	 -1.34006274e+00	  5.73960635e-02
  2.90000000e-02	 -1.31796928e+00	  4.30100791e-02
  3.90000000e-02	 -1.30274350e+00	  2.89546689e-02
  4.90000000e-02	 -1.30778145e+00	  2.35571604e-02
  5.90000000e-02	 -1.29964834e+00	  1.75691045e-02
  6.90000000e-02	 -1.29602016e+00	  1.50877463e-02
  7.90000000e-02	 -1.29550709e+00	  1.83746738e-02
  8.90000000e-02	 -1.30019436e+00	  1.32749861e-02
  9.90000000e-02	 -1.29181070e+00	  1.26624947e-02
  1.09000000e-01	 -1.31459013e+00	  1.14144705e-02
  1.19000000e-01	 -1.30479918e+00	  1.30512341e-02
  1.29000000e-01	 -1.29595902e+00	  1.02506520e-02
  1.39000000e-01	 -1.28466256e+00	  8.20368286e-03
  1.49000000e-01	 -1.28621154e+00	  9.61238135e-03
  1.59000000e-01	 -1.27056365e+00	  8.74139690e-03
  1.69000000e-01	 -1.26260275e+00	  8.32607733e-03
  1.79000000e-01	 -1.26280713e+00	  7.79836267e-03
  1.89000000e-01	 -1.26120329e+00	  7.46279841e-03
  1.99000000e-01	 -1.25787106e+00	  2.62399608e-02
  2.09000000e-01	 -1.22738737e+00	  2.14571542e-02
  2.19000000e-01	 -1.25404911e+00	  1.63614975e-02
  2.29000000e-01	 -1.22328211e+00	  1.68804064e-02
  2.39000000e-01	 -1.22725401e+00	  1.73567757e-02
  2.49000000e-01	 -1.23151773e+00	  1.96296299e-02
  2.59000000e-01	 -1.23157855e+00	  1.47519332e-02
  2.69000000e-01	 -1.21838100e+00	  1.09717493e-02
  2.79000000e-01	 -1.18792499e+00	  1.39525644e-02
  2.89000000e-01	 -1.18548963e+00	  1.38000756e-02
  2.99000000e-01	 -1.19045567e+00	  1.35141160e-02
  3.09000000e-01	 -1.17095639e+00	  1.30077089e-02
  3.19000000e-01	 -1.16348791e+00	  1.40380241e-02
  3.29000000e-01	 -1.16497510e+00	  9.61753570e-03
  3.39000000e-01	 -1.14182489e+00	  1.19286716e-02
  3.49000000e-01	 -1.14256438e+00	  8.00047630e-03
  3.59000000e-01	 -1.12939530e+00	  1.03078458e-02
  3.69000000e-01	 -1.11509434e+00	  1.06110471e-02
  3.79000000e-01	 -1.11177266e+00	  9.94721172e-03
  3.89000000e-01	 -1.10072553e+00	  1.11387141e-02
  3.99000000e-01	 -1.09420010e+00	  2.37954228e-02
  4.09000000e-01	 -1.05926334e+00	  1.52782542e-02
  4.19000000e-01	 -1.05684102e+00	  1.83214667e-02
  4.29000000e-01	 -1.07068332e+00	  1.76073867e-02
  4.39000000e-01	 -1.03637420e+00	  1.60050759e-02
  4.49000000e-01	 -1.04231298e+00	  1.43282074e-02
  4.59000000e-01	 -1.02974741e+00	  1.77390587e-02
  4.69000000e-01	 -1.01510852e+00	  1.51867865e-02
  4.79000000e-01	 -9.97978752e-01	  1.40924351e-02
  4.89000000e-01	 -1.00193445e+00	  1.47315032e-02
